Algeria,Australia,Austria,"Bahamas, The",Bangladesh,Barbados,Belgium,Belize,Benin,Bolivia,Botswana,Burkina Faso,Burundi,Cameroon,Canada,Chad,Chile,China,Colombia,"Congo, Rep.",Costa Rica,Denmark,Dominican Republic,Ecuador,Eswatini,Ethiopia,Fiji,Finland,France,Gabon,Germany,Ghana,Greece,Guatemala,Guyana,Haiti,Honduras,Iceland,India,"Iran, Islamic Rep.",Ireland,Israel,Italy,Jamaica,Japan,Kenya,"Korea, Rep.",Lesotho,Liberia,Libya,Luxembourg,Madagascar,Malaysia,Mauritius,Mexico,Morocco,Myanmar,Nepal,Netherlands,New Zealand,Niger,Nigeria,Norway,Pakistan,Panama,Papua New Guinea,Paraguay,Philippines,Portugal,Rwanda,Saudi Arabia,Senegal,Sierra Leone,Singapore,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tanzania,Thailand,Togo,Trinidad and Tobago,Turkiye,Uganda,United Kingdom,United States,Uruguay,Zambia
1945.191929,20301.84317,26527.59309,26590.14018,407.9629676,11658.62904,25006.1914,4844.228574,564.3790577,888.198576,3029.788362,286.7537149,124.1393016,780.2705538,24256.01923,225.947311,4477.187852,1148.514257,2421.162104,910.8697108,4021.425361,33228.69354,3085.517811,2069.849768,1362.970568,110.4608747,2157.076596,26997.75299,24288.27002,3976.646796,25197.2656,297.0469704,14177.57216,1682.994501,955.0302105,716.4826249,1119.424273,32409.21615,468.8455131,1910.477134,32705.43456,19035.10241,22376.2979,3683.893338,32820.79364,401.0923701,13165.08362,388.3674764,302.8818868,3789.20527,53005.73392,310.9297109,4177.104942,4073.060531,8032.992121,1590.487305,145.8175339,238.8612541,29343.245,16874.18749,223.3523929,733.5378887,43170.55717,599.7894108,4163.521959,509.0304919,1361.249281,1037.174788,12936.69282,234.8223109,8380.956927,688.1874795,240.5075193,22159.83737,2708.423333,17106.68658,865.3021391,10398.52528,4299.372868,529.4519653,2206.27291,29899.19525,42458.73847,1204.225832,400.0769348,2091.178903,456.344162,6692.804355,3640.762836,241.8689302,30077.74143,37997.74243,4115.154549,399.0990779
2292.317581,23718.13385,32294.04886,26204.8805,440.7144048,11998.17569,30655.20927,4937.089905,698.4087773,892.3553416,4111.738085,363.818352,114.3670072,976.5193032,28301.86459,298.2498817,4823.257421,1288.637491,2305.170507,1023.088496,4123.506487,40458.7774,2399.498091,2328.003883,2075.561667,117.8601647,2680.270749,32927.68029,29627.92426,4724.254798,30310.3576,357.8479826,18518.37884,1737.879287,976.9932633,575.5568301,1142.81135,39476.69785,543.8450534,2259.51632,41203.52958,19627.17549,27526.32246,3557.200591,35387.03742,441.3914117,14672.80575,580.9372838,242.4499372,4738.828475,65689.32145,359.5343847,4454.526764,4858.265755,7473.932374,1936.09021,223.0637759,246.4858378,35750.97466,21913.70817,263.0912318,786.8022148,50250.32982,673.382966,4304.10698,580.5981672,1436.764904,1049.386495,15797.78213,249.561081,9321.807247,840.358254,255.9726186,23730.38401,4095.6837,21510.83625,978.1686456,10119.74478,4500.927334,607.0063477,2529.259422,37321.7979,49335.74563,1239.435776,419.4202576,2350.845496,551.1867736,8352.463158,4704.772663,250.6905884,34442.68754,39490.30239,3638.943591,452.286582
2827.227165,30836.73068,36889.23351,26393.41395,469.1164584,12828.43895,35429.40779,5123.596214,784.1190751,951.9516229,4818.213103,405.4512764,128.5384225,1119.980861,32145.54126,460.0670183,6185.303788,1508.667916,2811.459451,1314.411281,4376.080428,46511.59833,2468.43679,2600.369808,2599.15215,134.5424863,3124.607389,37772.17811,33797.16244,5483.144575,34106.65812,405.4249018,21995.47794,1859.099299,1036.019877,679.2800487,1201.247505,47334.93065,624.108803,2751.793042,47754.20232,20557.07863,31317.20079,3819.284231,38298.98017,462.6182158,16496.13162,761.1810388,287.2746919,5823.637943,76544.91709,277.5078266,4924.338111,5460.608002,7883.523191,2177.798828,223.229847,279.7242003,40436.61823,25420.23488,281.3253602,992.7453991,57768.6981,774.7853357,4629.029316,624.0353213,1776.932258,1122.855522,18064.15809,270.3065653,10935.01111,941.8737925,258.4731688,27608.08001,5268.278576,24907.00085,1060.136943,10882.35294,4883.313665,737.1228027,2906.725278,42821.67314,54659.45715,1387.245122,447.4358826,2647.260733,573.4836459,9756.500371,6031.791367,292.4726656,40366.88867,41724.6412,4130.100115,556.0500516
3248.099814,34479.76793,38417.45779,28280.87084,493.0432506,14173.75138,36809.70134,5236.365426,805.9046853,1018.313725,5240.316159,442.9444306,151.188541,1129.35798,36383.66001,664.597656,7560.543668,1753.414192,3448.538323,1810.588942,4643.45857,48799.8256,3903.815207,2925.113573,2964.972487,160.0767918,3406.475592,39054.85044,34768.1759,6570.963265,34520.23965,477.6010928,22560.14729,2068.488206,1085.784887,771.534996,1289.823114,56794.85016,710.5112225,3226.613971,50933.02161,21223.93559,32055.09208,4200.388954,37812.89502,522.7768402,19402.50263,850.7753155,290.5412149,8108.051517,80988.13762,311.7931266,5536.837483,5354.029743,8702.114483,2237.576172,251.170357,309.3104186,41994.71353,27751.06547,316.3656476,1250.406913,67047.17046,832.7511375,4953.12998,748.7350734,1960.514766,1245.286584,18780.12751,325.0302056,13462.7593,1003.187193,286.2859063,29961.31728,5893.187076,26429.15094,1240.518312,11711.15471,5176.128147,945.6896973,3474.120331,43437.06312,56242.89336,1552.930126,480.1800537,2876.245773,564.0997445,11673.78154,7369.431889,330.6028544,42104.78844,44123.39965,5233.457171,720.4465047
3681.290988,36595.70715,40669.32696,28829.84938,503.3746345,15595.16835,38705.1068,5486.831434,837.1320025,1200.068042,5142.913834,457.3420749,166.2762452,1177.968605,40504.0371,716.6677684,9418.274927,2099.21943,3782.603496,2116.868943,5188.361792,52026.99951,4080.045739,3261.514958,3053.932571,191.7512925,3483.597185,41222.602,36470.21284,6873.453983,36353.88033,904.1695278,24821.93675,2251.078784,3138.082209,824.3580518,1409.579748,57492.93425,802.013742,3736.177793,54329.16186,22494.64209,33529.7266,4435.571444,35991.546,699.3997383,21743.47745,910.6185634,323.8412258,10060.35817,90788.80049,330.52267,6137.15054,5695.975255,9545.286727,2433.212646,301.5819139,341.02814,44900.93814,26654.5932,331.103768,1652.154002,74434.49968,909.0324033,5385.564243,1245.474176,2426.417098,1452.221405,19839.45405,358.1186964,14848.60197,1038.579092,320.5144108,33768.45282,6139.581618,28389.07858,1423.190621,13747.80934,5775.091747,1179.898315,5031.158465,46593.60216,59011.03246,1736.917107,472.6133423,3343.785952,565.3340214,13340.91627,8003.814493,346.7684623,44512.45903,46301.98765,5942.126749,1065.596417
4192.663169,41051.61207,46915.3374,29687.86522,552.337247,17225.53436,44319.16545,5717.92962,944.6431721,1351.035182,5372.340732,516.7503285,170.7068765,1311.002963,44660.08389,806.7103188,10456.83239,2693.958732,4762.083069,2219.912307,6055.086779,58487.05497,4676.079051,3497.705734,3200.512571,240.347972,3793.097385,48476.39273,41557.62356,8036.919956,41640.08087,1047.199428,28863.97329,2490.747828,3609.908509,979.599641,1559.886044,69495.72674,1022.732467,4838.003556,61396.41746,25633.64322,37870.74751,4738.449778,35779.02454,840.1916319,24086.41044,848.0773719,377.9516288,11158.1111,107475.3203,427.8363292,7144.00024,6574.663576,10178.44224,2751.423584,416.6004322,386.5295864,51799.20855,32479.98174,384.7183455,1876.413033,85502.26771,1012.182794,6205.821576,1379.126993,3194.262982,1741.603511,22811.05648,427.4321888,15756.19084,1210.167498,358.0773155,39432.88602,6662.062785,32591.35031,1611.175587,14660.96321,6439.008398,1500.673096,5562.334068,53700.00534,64989.15533,1954.562557,539.5395508,3934.690909,621.7349217,15627.28682,9711.223761,401.7091876,50397.6855,48050.22741,7149.374634,1133.436158
5217.991822,49701.28178,51919.98358,29013.63029,630.1483077,17570.78291,48303.39796,5665.966232,1098.946679,1687.578497,5345.848752,621.8902718,194.7106346,1476.009078,46710.25269,936.4941371,10797.04737,3468.327063,5534.689447,2848.653163,6841.91146,64322.0635,5053.330285,4217.444584,3022.456177,320.8610897,3928.921739,53772.79424,45515.96175,9732.226533,45612.71062,1178.955877,32127.98319,2802.451582,4011.386904,1089.576346,1713.418164,56943.37045,993.5034053,5623.911681,61353.10656,30173.36159,40944.91242,5056.258036,39876.30397,915.9989157,21350.42798,885.6593032,456.1446999,13921.90371,120422.1379,522.830622,8343.303382,8030.052281,10589.95187,3180.170654,653.8660002,466.6933791,57879.94376,31252.96256,472.1784274,2227.790349,97503.54078,1087.514777,7197.110786,1635.039566,4360.429109,1990.356129,24949.04136,529.529272,18944.85959,1419.530903,402.5534055,40008.57205,6251.877427,35510.72223,2007.026655,16491.88509,6641.495878,1585.582397,6616.815126,56152.55234,74175.19279,2447.507162,671.2444458,4327.79747,735.8558302,20011.14827,10843.50369,473.3028334,47396.12021,48570.05943,9328.065708,1393.519491
4270.858451,42816.5674,48153.32402,27120.69055,698.5030788,16314.66922,44760.29124,5352.095987,1061.71836,1725.146286,4938.249906,603.8775456,204.5447556,1445.860248,40874.88319,808.1615235,10204.55885,3832.227457,5245.951585,2283.949872,6737.860751,58163.27688,5002.15317,4076.234948,3270.137761,373.8939587,3184.689123,47481.48454,41737.76355,7325.909513,41650.36783,1044.004989,29828.75602,2651.831744,4213.816229,1191.802925,1762.34916,41301.27322,1096.636136,5602.556282,52133.09062,28317.04084,37226.75719,4452.120799,41308.99684,1049.121794,19143.85161,866.4751272,452.7452289,9560.807534,109419.747,455.4073738,7167.877194,7318.12641,8495.65308,3118.141602,752.9440359,475.6359761,52722.21306,28209.36233,458.4218902,1883.887783,80347.57007,985.3493008,7618.438459,1578.968628,3920.186071,1893.281641,23151.21541,564.9766324,15064.63014,1323.971226,386.4338685,38926.80544,6444.18684,32169.50285,2053.766451,16374.25689,6503.097772,1223.903442,7176.857658,46946.96027,71568.31239,2479.094234,688.7103882,4154.187447,737.9541133,13682.76361,9012.999458,799.9296321,38744.13169,47194.95009,9780.739618,1150.941746
4958.259379,52147.02419,46903.76159,27046.65767,776.835744,16507.43054,44184.94635,5399.062096,1009.489495,1922.058571,6041.732051,627.2703957,222.6605832,1383.813864,47560.6666,896.8767046,12764.59312,4550.473944,6392.758026,2962.762481,8147.243985,58041.39844,5509.568034,4546.578775,4035.534481,335.4384953,3469.149643,46505.30318,40676.06479,8399.597348,41572.45595,1258.964197,26716.64883,2852.557593,4589.872498,1204.862065,1874.271704,43237.07295,1350.63447,6458.573956,48663.60044,31266.60532,36035.645,4835.791087,44968.15623,1093.639624,23079.26013,1104.811547,497.0203654,11611.36235,110885.9914,459.375408,8880.145805,8000.376432,9823.164075,3067.851807,1003.033455,589.1654349,50999.74512,33676.77412,471.612688,2280.111289,88163.20859,1011.59718,8124.558307,1879.240559,4725.726341,2201.776828,22520.64231,594.1156734,17958.94448,1286.604966,400.5407437,47236.68308,8059.562798,30532.48051,2836.974109,16427.62101,6590.989579,1356.894653,7999.507394,52869.04429,76531.37294,2748.322694,730.7823486,4996.372098,722.2298014,15711.55871,10622.70204,824.7376711,39598.95712,48650.66432,12512.59413,1469.36145
5974.570087,62609.66072,51442.27625,26644.92658,856.1788328,16924.06692,47410.56693,5519.339008,1099.414311,2304.982462,7080.778643,727.6124745,236.4513475,1497.926586,52223.85884,988.19416,14637.75616,5614.386022,7392.943598,3415.062374,9137.455101,61753.64713,5859.381524,5183.6237,4360.959967,348.0013483,4160.721193,51148.93164,43846.46608,10273.79844,46705.8958,1501.059171,25483.88256,3228.038278,4960.004726,1306.845319,2053.959695,47714.59223,1449.603301,8201.581678,52219.70573,34354.71612,38649.63948,5259.931753,48760.07895,1099.315465,25097.59543,1265.857945,573.5264222,7784.136359,119025.0572,516.9025393,10209.37194,9197.042991,10766.60994,3302.453125,1204.496472,791.2255821,54230.3129,38388.52809,507.6024953,2504.879101,101221.8135,1161.044321,9403.439908,2303.826611,5776.281848,2431.199961,23217.2955,650.9366759,22441.57411,1383.539116,443.4518422,53891.45703,8737.041269,31677.90031,3248.04021,17571.98446,6566.482713,1391.425659,8009.252302,60755.75955,90476.75897,2971.282434,768.9334106,5396.643586,803.4828432,17910.31915,11300.78522,837.0958842,42109.64188,50065.97895,14975.56282,1644.456831
6096.090015,68078.04423,48564.91734,28059.6554,876.5216529,16736.92183,44670.56068,5635.521526,1112.569536,2562.466784,6392.987347,733.9728796,238.2059453,1433.723927,52670.34473,969.6161428,15397.78045,6300.58218,8096.801508,3753.860928,9971.651656,58507.50805,6049.471587,5666.217447,4396.57912,458.5509208,4359.7924,47708.06128,40870.85236,9348.514876,43855.85447,1536.619635,21912.99829,3355.034777,5461.390085,1356.172784,2107.345428,45995.54788,1434.017987,8329.002067,48943.82065,33156.22832,35051.52127,5365.242172,49145.28043,1289.780791,25459.1689,1205.859985,644.4555767,15765.41527,112584.6763,504.1737377,10601.51046,9291.236276,10842.73309,3164.004639,1193.547649,794.0925641,50070.1416,39974.29973,525.0472849,2728.022788,102175.9193,1236.892763,10767.29318,2653.09279,5617.104918,2671.777522,20563.7136,706.1371305,24069.19948,1334.725915,558.1797233,55547.55531,8173.869138,28322.94659,3351.892476,17293.80605,6754.370184,1070.339722,8922.956186,58037.82132,85836.20768,1910.604526,854.5404663,5748.632721,781.5547749,19110.0539,11713.28498,796.7111394,42497.3405,51784.41147,16087.25208,1729.647471
6044.674903,68198.41934,50731.12725,26956.56684,973.8286176,16952.13443,46757.95186,5865.470902,1214.295565,2853.797162,6436.603319,762.3037801,241.5476657,1559.13905,52638.11872,980.0835444,15842.15917,7020.386074,8263.641929,3719.651036,10633.26655,61191.1937,6171.295127,6141.983181,4111.128382,490.7924784,4586.955211,49892.22336,42602.71797,9250.081115,46298.92292,2282.407501,21787.78776,3522.767429,5576.250206,1452.313559,2064.550536,49804.983,1438.057005,6280.681867,51496.96169,36941.84236,35560.08141,5143.722183,40898.6479,1376.829205,27179.51701,1141.360923,717.6357533,12589.52794,120000.1407,526.6880196,10727.66902,9764.644131,11317.49106,3377.643555,1189.964765,809.3844533,52198.89756,42977.38804,548.1578488,2976.756832,103553.8401,1259.668368,11932.28622,2578.498647,6410.814703,2847.567943,21653.19598,704.4155555,23945.51199,1391.53219,706.4526815,56967.42579,7441.230854,29077.18206,3643.832447,18315.91468,7117.554763,1195.420288,9124.541093,61126.9432,87304.33058,993.7398831,954.6588135,6041.133948,847.3879715,19927.4039,12578.18786,819.7578673,43426.29814,53409.75078,18140.89221,1840.320553
6164.644699,62558.24388,51786.37717,28201.5568,1108.522513,16980.02706,47764.07151,6031.548402,1251.504765,3022.462884,6844.03325,767.3713441,257.8185574,1631.713985,50960.84312,1017.787762,14675.15086,7636.07434,8167.472842,3623.827057,10737.67888,62548.98473,6533.670911,6436.761037,3928.522755,557.5341484,5305.064407,50327.24029,43068.54872,9255.368035,48023.86998,1942.921842,21616.71001,3779.626205,5495.377075,1454.64916,2164.42455,54576.74481,1559.863779,5757.543333,55752.76498,38259.6811,35565.72138,4991.561517,38475.39525,1489.919721,29252.93124,1165.05065,713.7348824,9408.753043,123678.7021,517.1361831,11045.58012,10366.35508,11490.02169,3430.534424,1283.106492,827.7447084,52900.53742,44578.22539,560.7544752,3200.952799,97666.69518,1303.18537,12837.24796,2742.25005,6629.416993,2935.928598,22103.70097,724.7219737,23862.79869,1417.094987,702.3385877,57564.80231,6965.137897,29513.65118,3885.623616,19923.22733,7210.603113,1338.173096,9199.177893,60020.36046,88724.99094,1071.234204,1013.428772,5822.377783,877.1929606,20473.40403,12165.22014,897.5097286,47439.61659,55304.31553,18131.57885,1724.57622
4741.49977,56758.8692,44195.81759,29722.40684,1236.435456,17040.41761,41008.29672,6098.60008,1041.652523,2975.648811,5869.737579,632.1266858,289.3596272,1399.675336,43594.1941,774.4116031,13567.35722,8016.445595,6228.651621,2455.340858,11529.95517,53254.85637,6838.936746,6002.108311,3583.31129,630.3126194,5105.189592,42801.90812,36652.92231,7090.454634,41103.25644,1711.271326,18083.87791,3994.629085,5668.429765,1405.714776,2257.225284,52951.68151,1590.174331,4990.936795,62179.26427,36206.52222,30242.38614,5077.550969,34960.63938,1496.653573,28737.43917,1113.836835,699.6629469,7867.514931,105462.0126,455.6380346,9699.600463,9507.871337,10098.17318,3139.228271,1157.783961,882.3076616,45193.40322,38639.35019,481.1113011,2679.554223,74809.9658,1421.835278,13669.55944,2502.073445,5861.401895,2974.296917,19250.10654,733.8133793,20442.36256,1238.1264,581.2934118,55645.60686,6204.929901,25754.36103,3990.353117,20029.75983,7386.746638,1355.126099,8907.837258,51545.48361,83806.4476,857.4178848,929.7998047,5708.794091,770.1438074,18508.7705,11049.99511,864.1800593,44964.39114,57040.20821,16950.75317,1307.909649
4481.081962,49918.79393,45307.58786,29661.14108,1659.888173,17398.98708,42012.62272,6099.957102,1049.820304,3013.502707,6411.551862,665.7863286,242.5395273,1426.065481,42314.06158,691.9800774,13788.24001,8094.390167,5936.261022,2107.518618,11899.81398,54663.99837,7191.069703,5941.234709,3339.990401,705.6175085,5368.433503,43814.02651,37062.53357,6722.198223,42136.12079,1900.397695,17923.96681,4173.281349,5905.380196,1313.186095,2295.53627,61987.92636,1714.279537,5497.243233,62784.06569,37690.47395,30960.73151,5022.700178,39375.47316,1562.076619,29280.44032,986.2652498,722.1312268,7945.004215,106899.2935,464.6161584,9555.669593,9965.725311,9152.737224,3132.952148,1219.801439,880.2248936,46039.10593,40070.89566,497.0361208,2144.780344,70867.361,1468.822082,14382.23238,2332.675888,5759.042198,3038.152037,19991.97249,728.8027579,19930.41114,1290.749971,515.4478396,56899.91818,5735.066787,26537.15949,4107.829775,21068.43807,7684.79284,1082.616577,5705.399487,51965.15715,82153.07454,664.2948472,942.8890381,5854.463908,792.4409914,16139.10526,10970.04589,753.6844055,40985.23514,58206.61419,16837.94038,1249.923143
4615.868744,53954.55349,47429.15846,30666.88387,1815.47222,17910.7831,44198.48239,6049.391948,1095.274458,3280.008214,6705.340846,711.1845434,244.1454222,1479.862223,45129.62812,662.897473,15034.05844,8817.045608,6449.970988,2227.732609,12118.13362,57610.09818,7513.497982,6256.683019,3824.046783,755.7526443,5825.199669,46412.13648,38781.04949,6975.695192,44652.58917,1998.722798,18582.08934,4454.024509,6220.978568,1389.358625,2403.306088,72010.14903,1957.969813,5758.590728,70150.73702,41114.78171,32406.72032,5273.149013,38834.05293,1675.988422,31600.73587,1062.712433,706.892692,10529.11635,110193.2138,503.4980587,9979.704473,10841.68478,9693.330091,3288.502686,1263.246055,1027.965477,48675.22234,42913.18696,514.543398,1941.879479,76131.8384,1567.640612,15185.97248,2495.140773,6136.058301,3077.434419,21490.42986,756.5476411,20910.48213,1385.199214,484.4561288,61162.09739,6734.475153,28185.32137,4388.201906,22119.44706,7996.672074,1014.842468,6112.883014,53791.50873,82254.37693,862.3253276,975.9046631,6436.78966,813.3947872,16258.74893,10695.5502,766.177604,40572.12148,60322.26142,18995.39702,1495.752138
4640.314145,57273.52048,51466.55656,31389.927,1963.312441,18335.95006,47544.98115,6001.024262,1194.438215,3471.006951,6947.817841,779.2027686,232.0606166,1593.330753,46539.17616,720.2651014,15820.03337,9905.406383,6782.03792,2715.260418,12383.14995,61591.92887,7947.159331,6316.468841,4021.445556,758.2976945,6073.394582,49987.62616,41557.85486,7694.906045,47939.27829,2180.029713,19756.99046,4485.752135,6094.909827,1489.578415,2457.686042,74452.18907,1974.377731,3850.751253,79446.93911,42406.84543,34622.16967,5594.493587,39751.1331,1845.783414,33447.15628,1162.978854,700.0370394,11838.29582,116786.5117,512.5439915,11073.97897,11643.4606,10130.3207,3492.672607,1288.506778,1161.534352,53044.53244,43228.69765,568.5996597,2125.834491,82792.84271,1620.742591,16156.07429,2584.327802,6242.961454,3194.672701,23562.55452,769.0753443,24175.58164,1484.22707,519.6499639,66840.63734,7067.724165,30379.72111,4360.584735,22540.31842,8399.707731,769.8691406,6730.836961,54589.06039,85217.36915,1111.946829,1011.600159,7124.55881,873.565403,16328.12689,9568.83619,793.1280822,43203.81411,63201.04585,19067.29156,1475.199883
4530.101745,55049.57192,50067.58573,32173.95818,2122.037652,19156.03987,46641.7214,6134.215233,1170.885995,3472.380831,6691.160846,765.2295604,216.9729709,1538.563063,46352.86934,701.621201,14616.20725,10143.86022,6436.509215,2508.940444,12669.34115,59592.98069,8173.344699,6203.727051,3843.380046,840.4496013,5927.72419,48629.85823,40494.89829,7523.862278,46805.13843,2167.925276,19143.88762,4647.807541,6477.296726,1345.475055,2498.509186,68452.23622,2050.1638,3276.753265,80848.3019,44452.23256,33673.75096,5626.170459,40415.95676,1970.08007,31902.4169,1074.134047,665.8784476,10972.90252,112726.4397,512.2796656,11132.10274,11403.25279,10434.56762,3498.582764,1415.248986,1185.682318,52476.27325,42747.20993,549.8161278,2334.023642,76430.58895,1437.165833,16472.83175,2593.775554,5807.838794,3413.849044,23330.81729,806.332472,23405.70874,1462.678353,506.6069138,66081.71992,6702.526617,29581.51855,4082.694049,23219.64193,8680.251102,748.0109253,6690.044786,51939.42974,84121.93103,1123.632353,1050.931763,7628.576033,848.310125,15642.40672,9215.440875,823.0247329,42662.53537,65548.07078,18149.05629,1268.120941
3794.409524,51868.24756,48789.49785,24499.16476,2233.767282,17028.41378,45587.96831,5185.15807,1240.733155,3068.812555,5875.070435,823.5524109,216.8274175,1539.130545,43537.8393,643.7722157,13162.59135,10408.71955,5308.164707,2011.28344,12179.25667,60836.59241,7167.914974,5450.433761,3372.904611,918.6525941,4815.689129,49169.71934,39179.74426,6680.08267,46749.47623,2176.576218,17617.29151,4609.897258,6863.074346,1283.141228,2307.13093,59023.56635,1915.551588,2746.419483,85973.08849,44846.7916,31922.91916,4897.264762,40040.76551,1936.250755,31721.29891,910.9349475,624.28971,9872.111144,116905.3704,462.4042288,10164.34443,9011.042884,8895.615216,3258.269043,1478.872786,1139.189895,52162.57012,41785.69229,564.8416623,2074.613748,68340.0181,1322.314785,13293.3332,2446.084687,5353.348065,3224.422811,22242.40642,773.9318006,20398.06143,1492.475903,493.4322406,61466.80368,5753.066494,26984.29628,3846.174496,18553.42392,8306.360493,608.3325195,4796.533314,52837.90398,85897.78433,537.0483709,1104.164429,7001.850287,876.5429724,13705.90023,8638.739133,846.7672026,40217.00901,64317.39891,15651.00338,958.2649005
4216.251285,60697.24544,53517.89045,27871.37233,2457.964466,17586.33001,51863.83116,6060.968223,1360.911474,3345.023002,7244.158548,888.8036109,221.1578034,1654.257037,52496.84417,685.690315,16185.91477,12617.5051,6182.955944,2540.470024,12604.04884,69268.6518,8476.749639,6036.447274,4068.57379,925.0006976,4656.051362,53504.69365,43671.30841,8635.797144,51426.75037,2422.085913,20310.68248,5029.477555,9994.645704,1823.742224,2738.21627,69252.31124,2250.179018,4084.200305,102001.7982,52129.51596,36441.0598,5183.58103,40058.53733,2069.661129,35125.5225,1054.93274,676.442927,7094.99982,133711.7944,503.3520812,11134.62295,9068.97293,10363.19272,3767.524902,1233.22777,1229.394204,58727.87055,49624.18167,590.6294948,2065.77441,93072.89251,1506.108293,15491.2898,2624.60411,5959.441794,3460.539382,24661.16649,822.2680412,24315.61533,1630.695072,504.6212876,79601.41296,7073.612754,30488.82095,3999.338002,18036.00853,8360.099739,749.7067871,5026.879493,61417.68088,93446.43445,421.1173452,1146.031982,7070.512507,964.99811,16056.30204,9743.213131,883.8920262,46869.75906,71055.87619,17733.85516,1134.713454
